customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1620-CCBF,Male,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,19.89,688.6,No
5127-RCSH,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),100.2,3448.95,Yes
5237-NMOU,Male,0,Yes,No,49,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),51.65,2533.25,Yes
7626-NKAM,Male,1,No,Yes,16,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.06,1477.33,Yes
2938-RAUX,Male,1,Yes,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,24.77,-19.04,No
2036-YXSB,Female,0,Yes,No,53,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.89,3783.21,No
2189-LQDJ,Female,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),109.58,4678.56,No
5937-TCJY,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.27,2790.85,Yes
8170-MMVA,Male,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,38.07,27.07,Yes
8765-FRHE,Male,0,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.21,1982.15,Yes
7406-ZZRJ,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.59,7219.39,No
3360-JVZX,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),42.25,374.77,Yes
7113-ARRE,Female,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.24, ,Yes
3019-BAST,Female,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),43.16,2932.46,No
7456-RRCJ,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,66.59,518.25,No
4441-XXXL,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,64.28,868.33,Yes
4469-NUQE,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,24.48,682.54,No
3637-FHTI,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,71.7,605.07,No
4183-DFVZ,Female,0,No,Yes,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.85,3038.24,Yes
1891-YROU,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,92.83,158.67,Yes
2198-JVCI,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),70.77,1603.48,No
2608-GXSP,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.91,7206.16,Yes
6420-LEVU,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.84,2747.77,Yes
4842-DJTC,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),37.74,723.58,No
4170-KPOK,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,58.61,3850.41,No
6008-WSES,Male,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,32.58,1637.98,No
6971-ZKNF,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),31.66,1440.84,No
1079-KHZH,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,89.82,132.39,No
8145-ILEV,Female,1,Yes,No,65,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.56,4688.13,No
6432-POOL,Male,1,No,No,26,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),78.65,1999.98,No
6004-PRDF,Female,1,No,Yes,39,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.83,3588.95,Yes
2343-IERG,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.11,813.4,Yes
5312-XUCX,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,58.59,1565.59,No
2235-AQUA,Female,0,No,No,10,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.23,839.06,No
7637-YSGB,Male,1,No,Yes,38,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27.96,1060.04,Yes
5269-RRPU,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,101.97,1826.42,Yes
3435-LMHY,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.77,332.83,Yes
5767-EOQQ,Male,0,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),84.45,4726.24,Yes
2483-MLQA,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,118.3,120.14,No
4913-ZTVF,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,66.02,2398.35,Yes
9423-EOFF,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.86,129.33,No
3395-XXPL,Male,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,40.0,1436.39,No
1662-HYPH,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24.32,1592.76,Yes
2029-ILHB,Male,1,No,No,56,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.34,5368.19,No
4387-QZLM,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,47.74,940.88,No
8695-OBBU,Female,0,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.61,126.31,Yes
6309-DWQU,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.98,2111.51,No
5480-XISR,Male,1,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,49.32,1457.59,No
3848-MUML,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,78.6,2135.14,No
2275-QIMH,Female,1,No,Yes,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.24,3103.3,No
9460-MLLP,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),51.83,2561.21,Yes
8898-TAQE,Female,1,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.44,441.35,No
8207-FHCQ,Male,1,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),49.79,2003.95,Yes
5600-GEFF,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.74,3627.59,Yes
6934-TWDV,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,25.59,846.95,Yes
4773-NZKX,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),21.28,1568.69,Yes
2856-PVPP,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,59.09,3128.31,No
4452-SFUN,Male,0,Yes,Yes,28,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.62,974.5,No
1367-HBES,Male,0,No,No,9,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.99,882.88,No
3639-EUQB,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,53.77,1386.48,No
3406-BFIF,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,44.52,513.44,Yes
9464-MTSU,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.37,2247.66,Yes
1305-XXVJ,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.31,1454.25,Yes
2404-GOTP,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.37,2875.67,No
8891-FHNT,Male,0,Yes,No,20,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.33,1495.82,No
3338-ZSYF,Male,0,No,Yes,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.09,233.76,No
9369-IFXV,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.52,407.24,No
6614-OTSC,Female,1,Yes,No,69,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,50.48,3444.54,Yes
4765-MMED,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),96.82,1598.34,No
1271-GQQV,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.5,207.73,No
7877-ETDF,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,48.61,564.98,Yes
8796-TTBZ,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,63.69,693.93,No
9706-QYDC,Female,1,No,No,65,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,78.62,5145.78,No
8901-VETR,Male,1,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,33.93,765.23,Yes
1019-YVUN,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,61.75,3931.35,Yes
9553-NLBW,Female,0,Yes,No,51,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.16,3880.18,No
9680-NHZP,Male,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.53,4219.48,Yes
7246-LSZX,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),75.99,1856.26,Yes
2600-NEIP,Male,1,Yes,No,14,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,84.82,1217.81,No
4809-CJTR,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,56.38,1185.69,Yes
7695-IGAW,Female,0,No,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,24.65,1595.05,No
1116-SQDQ,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,23.83,584.73,No
1117-MUGW,Female,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.55,2103.49,No
6175-NLDE,Male,0,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,86.33,2004.52,No
7980-USII,Male,0,No,No,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,95.05,1382.95,Yes
9783-NSLT,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,111.59,3506.63,No
5514-VMYG,Male,0,No,No,15,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.68,1363.63,No
7770-RZRP,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.83,3563.21,Yes
3928-LRRP,Female,1,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.15,2635.56,No
5157-JSLY,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.24,2134.1,Yes
7522-XEVD,Male,0,Yes,No,40,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.46,4569.04,Yes
4764-OZWF,Female,0,Yes,No,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.73,1722.54,No
2642-GQMZ,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,40.57,514.7,Yes
6544-ZRTW,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,39.34,348.73,Yes
1852-FMUA,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),100.18,4096.49,No
2492-EPTN,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,43.4,1766.77,Yes
2444-CIHL,Male,1,No,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),22.41,67.57,Yes
2311-TBXM,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),61.31,3334.73,Yes
7564-TUQJ,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,100.39,1509.71,No
1941-YFUP,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,59.9,2563.45,No
8192-AGVZ,Female,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,99.01,2860.17,Yes
9489-JGBZ,Male,0,Yes,No,36,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,101.38,3607.34,No
9364-QWHT,Female,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.45,6202.39,No
3776-VBLH,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),77.43,1805.45,No
1004-FCIY,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.55,2218.6,Yes
7544-LVMM,Male,0,No,Yes,57,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,44.57,2566.24,No
4281-QAXW,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.27,193.34,No
2124-CRJX,Female,1,No,No,60,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),71.79,4303.09,No
6703-LIHT,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),19.31,357.71,No
4187-OMSA,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),65.06,1768.59,No
5277-FNQD,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.51,168.18,No
2185-QJKD,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.15,1265.14,No
9409-IRZS,Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,105.76,6593.87,No
5098-WOMS,Female,0,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),82.62,3019.78,No
8923-YHYK,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),83.1,1285.69,Yes
8517-VOSA,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,58.9,240.86,No
8896-DICM,Male,0,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.78,1636.89,No
4610-VWHZ,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.71,2523.38,Yes
6172-NLQR,Male,1,Yes,No,22,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,61.9,1318.31,Yes
1159-WIHJ,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),77.26,408.04,No
2523-MVXK,Female,0,No,No,35,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,37.0,1293.26,Yes
2245-RFPK,Female,0,Yes,No,56,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,44.55,2474.18,No
6792-GSIF,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),67.97,2135.12,No
4115-PXGH,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.92,2777.69,No
4965-IGHG,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.61,3986.3,No
5091-TLEY,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.83,5488.26,Yes
2747-DCVV,Male,0,No,No,25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),52.02,1330.85,No
9071-TAYR,Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),63.55,2279.41,No
1692-PLTK,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),116.4,1825.19,No
9066-SIPF,Male,1,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,101.41,3117.4,Yes
9374-IMHY,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.92,1048.47,No
3101-BQZN,Female,1,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,46.41,1148.01,Yes
8836-RBQL,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,26.64,1242.84,Yes
7450-VYFO,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.37,1774.76,Yes
2972-WQOK,Female,1,Yes,No,60,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),50.1,3005.88,No
1137-AVGM,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.18,3111.83,No
2650-KLTI,Male,1,No,Yes,19,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,95.45,1767.03,No
4066-RIHI,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,102.27,5006.46,No
8722-TKLF,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,50.95,2385.79,No
9171-NGNW,Female,1,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),42.09,1954.14,No
7099-LMIO,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,103.53,7364.81,No
3947-SESV,Female,1,No,No,50,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),56.57,2865.3,Yes
4744-DXIZ,Female,1,No,Yes,54,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.86,5470.34,No
4863-RNMG,Male,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),33.3,1273.86,No
3389-ZXEP,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,109.9,1404.12,Yes
1159-FNPE,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,66.8,4564.95,No
9470-RXKZ,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.35,1674.39,No
8972-JIRS,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.02,1487.75,No
1781-MDWF,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.69,1449.22,No
1983-GIPU,Male,0,No,No,0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),57.38, ,No
2577-OXKI,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,36.15,324.2,No
6914-LRRZ,Male,1,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),76.19,1658.9,No
5222-LAND,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.11,1700.59,No
6752-VTGS,Female,0,No,No,57,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,30.45,1745.59,Yes
9821-FYJL,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),22.41,1627.0,Yes
6326-VQPY,Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.91,1189.21,Yes
8322-CMTJ,Female,0,No,No,45,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,41.41,1874.85,No
8598-UEFU,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,18.98,194.66,No
6527-NUTS,Male,1,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.33,933.29,No
7631-CCFK,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,88.37,5819.08,No
4739-KKUJ,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.65,5376.82,No
5382-TUMI,Female,1,No,Yes,64,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.24,5299.89,No
8289-YLXS,Male,1,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),48.02,2450.45,Yes
9535-ONFF,Male,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.21,374.19,Yes
1378-EXHV,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),76.19,2370.03,No
5122-XWXC,Female,0,No,Yes,44,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),104.8,4574.34,Yes
4450-FMDD,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,66.29,3661.81,Yes
2045-PRBA,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),36.35,136.96,Yes
7504-QYCD,Male,0,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,82.03,2736.74,Yes
5300-TECU,Male,1,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,33.4,1954.22,No
7387-JHHX,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,115.05,7064.9,Yes
