gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,-0.4258109850252005,1,0,0.05346818785294624,1,0,0.8083519592379267,0.4994398653594577,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,-0.4258109850252005,1,0,-1.238635519137029,0,1,0.0561840880037565,-0.9693618492011722,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1,-0.4258109850252005,0,0,-0.5686558192163012,0,0,0.8415358359100228,-0.10533454396141885,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,-0.4258109850252005,1,0,1.0584377377340382,1,1,0.103885910719894,0.8911253495704636,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-0.4258109850252005,1,0,-0.37723304781037886,1,0,-1.393882189490428,-0.874755601708442,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,-0.4258109850252005,0,0,0.14917957355590739,1,0,1.226607071459134,0.8652506889980142,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,-0.4258109850252005,1,0,-1.3822025976914707,0,0,1.2919378286573224,-0.946767302760409,0,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
1,-0.4258109850252005,1,0,-1.477913983394432,1,0,-0.8062510400887324,-1.179111413454482,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,-0.4258109850252005,1,0,0.38845803781331023,1,0,1.0001962462484808,0.9886993193728147,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,-0.4258109850252005,1,1,0.7713035806251547,1,1,0.04374013425172061,0.6039457019721217,0,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
1,-0.4258109850252005,0,0,-0.7600785906222234,1,1,-1.3012438671141608,-0.9808557138268189,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,2.348459845254621,1,0,0.962726352031077,1,0,-0.3492814050834137,0.4401069634306269,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,2.348459845254621,1,0,-1.477913983394432,1,1,-1.4661262543286366,-1.2454246567867047,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,-0.4258109850252005,0,0,1.2498605091399604,1,1,1.0001962462484808,1.923968118241167,1,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
1,2.348459845254621,1,1,-1.477913983394432,1,0,-1.0502907997814366,-1.2061925527880117,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.4258109850252005,1,0,0.7713035806251547,1,1,-1.1609037220217557,-0.3576825033994712,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,-0.4258109850252005,0,0,-1.573625369097393,1,1,-1.0074282924133129,-1.2750534052898366,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,-0.4258109850252005,0,0,-1.3343469048399903,1,1,-0.9462455197991365,-1.126538024227238,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0,-0.4258109850252005,0,1,1.5369946662488438,1,1,0.6092486992053525,1.831828688929574,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
1,2.348459845254621,0,0,1.6805617448032855,1,0,0.48653748859499846,1.8178464618591996,0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1,-0.4258109850252005,1,0,-1.573625369097393,1,1,-1.282577936486107,-1.2667103892143317,0,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
0,-0.4258109850252005,0,0,1.0105820448825575,1,0,0.784501047879858,1.4603140215053756,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,-0.4258109850252005,1,1,0.0056124950014656725,1,0,-0.5193487730279045,-0.30374643950011454,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,-0.4258109850252005,0,1,1.6327060519518048,1,0,-0.14257350664681706,1.0944978118009216,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,-0.4258109850252005,1,0,-1.477913983394432,1,0,-1.298132878676152,-1.2428393451558188,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
1,-0.4258109850252005,0,0,0.6755921949221936,1,1,0.7298859175237005,1.1051083616193491,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
1,-0.4258109850252005,0,0,0.6277365020707131,1,1,-0.4249821237416321,0.14864000737773253,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,-0.4258109850252005,1,0,-1.0950684405825875,1,0,0.46406923876493344,-0.7635171827236795,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,-0.4258109850252005,0,0,-1.238635519137029,1,1,-0.24765578277512051,-0.984695978811864,1,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,-0.4258109850252005,0,0,-1.2864912119885097,1,0,-1.562221230524914,-1.1962121726796124,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,-0.4258109850252005,0,1,1.1541491234369992,1,0,0.7119113176596487,1.5503474990509762,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,-0.4258109850252005,1,0,-1.1429241334340678,1,0,0.18753693316413544,-0.8428593194623876,1,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,-0.4258109850252005,0,0,-0.13795458355297602,1,0,-0.2234592060350506,-0.21297507092653184,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,-0.4258109850252005,0,0,1.1062934305855188,1,1,-1.031624869153383,-0.11617669461344655,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
0,-0.4258109850252005,1,0,0.6755921949221936,1,1,0.4371073389688556,0.8476436395785018,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.4258109850252005,1,0,-1.5257696762459125,0,1,-0.7758324864726447,-1.2428016426945352,0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
1,2.348459845254621,0,1,-0.23366596925593716,1,0,-0.2410881405171014,-0.28072100778753717,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,-0.4258109850252005,1,0,-1.1907798262855485,1,1,-1.5356049961108371,-1.1795853872534778,0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1,-0.4258109850252005,1,0,0.7234478877736742,1,0,0.9663210388123828,1.3479606868797938,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
1,2.348459845254621,1,0,-1.1429241334340678,1,1,-1.419115762376501,-1.1324896270441733,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,-0.4258109850252005,0,0,0.8191592734766353,1,0,1.3627992319675268,1.7723665214191986,0,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1,-0.4258109850252005,0,1,0.8191592734766353,1,1,1.2819135325792934,1.6957281897611254,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,-0.4258109850252005,1,0,0.19703526640738794,1,1,1.641405529860331,1.1680229973701362,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,-0.4258109850252005,0,0,0.5320251163677518,1,0,1.4239820045817033,1.4438757483856597,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,-0.4258109850252005,1,1,0.6755921949221936,1,1,1.6427881913883347,1.797944948367276,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,2.348459845254621,0,0,0.48416942351627135,1,1,1.350355278215491,1.3314254645739192,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,-0.4258109850252005,1,1,0.6277365020707131,1,0,-1.3409953860442754,-0.5242196609557032,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,-0.4258109850252005,0,0,0.4363137306647908,1,1,-0.21136091766501564,0.19017734758063223,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,2.348459845254621,1,0,0.05346818785294624,1,1,-1.4675089158566406,-0.8111946380499332,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,2.348459845254621,0,0,-1.1429241334340678,1,0,0.1623033602780625,-0.8512508101309714,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
0,-0.4258109850252005,0,1,-0.7122228977707429,1,0,0.1083795606859068,-0.5196953656016529,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True
1,-0.4258109850252005,1,0,-1.6693367548003542,1,1,1.4716838272978414,-1.2370223939863256,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1,-0.4258109850252005,0,0,-1.1429241334340678,1,0,1.636566214512317,-0.5951810791576229,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1,-0.4258109850252005,0,0,0.962726352031077,1,1,-0.8301019514468011,0.033205843058678255,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
0,-0.4258109850252005,0,0,-0.13795458355297602,0,1,0.29089088238243355,0.06153654968046929,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,2.348459845254621,0,1,-0.8557899763251845,1,1,-0.11837692990674713,-0.6636702931125078,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,-0.4258109850252005,0,0,-1.3343469048399903,1,1,0.16748834100807766,-1.006051730096161,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,-0.4258109850252005,0,0,-0.1858102764044566,1,1,0.11529286832592686,-0.06616168668760011,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
1,-0.4258109850252005,0,0,-0.47294443351334,1,0,1.4436849313557605,0.2421905859545176,1,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1,-0.4258109850252005,0,0,0.38845803781331023,1,1,1.3811194972135798,1.233329046379493,1,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True
1,-0.4258109850252005,1,0,-1.6693367548003542,1,0,-1.3053918516981726,-1.29961925184915,1,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,-0.4258109850252005,0,0,0.962726352031077,1,1,-0.5331753883079444,0.28024852758751667,1,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,-0.4258109850252005,1,0,0.962726352031077,1,1,0.8830156817501426,1.522523082623567,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.4258109850252005,0,1,-0.9993570548796262,1,1,0.644160902787453,-0.6439142033998216,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.4258109850252005,1,0,-1.477913983394432,1,0,0.4606125849449237,-1.0787420754512356,1,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
0,-0.4258109850252005,0,1,-1.0950684405825875,1,0,1.7097020960360878,-0.46741820999878136,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,-0.4258109850252005,1,0,-0.47294443351334,1,0,-0.5615199496320261,-0.5667157208883897,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,-0.4258109850252005,1,1,0.05346818785294624,1,0,0.05791241491376139,0.05538027635942213,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,-0.4258109850252005,0,0,-0.8557899763251845,1,1,1.6694044258024119,-0.20815992801400687,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,-0.4258109850252005,1,1,0.0056124950014656725,1,1,0.684258087099569,0.3988927871815879,1,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.4258109850252005,0,1,-1.573625369097393,1,1,0.5214496921770989,-1.1876429418364054,1,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1,-0.4258109850252005,0,0,1.0105820448825575,1,1,-1.1944332640758526,-0.2738106852408152,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,-0.4258109850252005,1,1,-1.3343469048399903,1,0,-0.8750384511069309,-1.1259994176374701,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0,-0.4258109850252005,0,0,0.14917957355590739,1,1,-0.42048847377561926,-0.15813953402226288,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
1,2.348459845254621,1,0,-1.0472127477311068,1,1,-0.11699426837874342,-0.8130636029164279,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
1,-0.4258109850252005,1,1,-1.573625369097393,1,1,-0.004653019228419233,-1.199271458109494,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,-0.4258109850252005,0,0,0.7234478877736742,1,1,1.4018594201336394,1.6730797826613855,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
1,-0.4258109850252005,0,0,-0.9036456691766651,1,0,-1.3596613166723295,-1.028694751130003,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,-0.4258109850252005,0,0,0.7713035806251547,1,0,-0.8691621396129139,-0.10391800863032923,1,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
0,2.348459845254621,0,0,1.0584377377340382,1,1,-1.2328021214779634,-0.3001216171509766,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-0.4258109850252005,0,0,0.8191592734766353,1,0,0.822524239899968,1.286861155336524,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,-0.4258109850252005,1,0,0.19703526640738794,1,1,1.6396772029503262,1.1575040106719694,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,-0.4258109850252005,1,1,1.1062934305855188,1,1,1.3735148588095578,2.124367472096106,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
0,-0.4258109850252005,0,0,-1.573625369097393,0,0,0.7806987286778471,-1.1765476460871869,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
1,-0.4258109850252005,0,0,0.1013238807044268,1,1,-1.6572792105751883,-0.9260040187248569,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,-0.4258109850252005,0,0,-1.4300582905429513,1,1,-0.5262620806679243,-1.1561937030598584,1,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
1,-0.4258109850252005,1,0,-0.6643672049192623,1,0,1.2680869172992537,-0.09890896734548799,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,-0.4258109850252005,1,0,1.2498605091399604,1,1,0.5366589689851428,1.49979927060126,1,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
0,2.348459845254621,1,1,1.3455718948429216,1,1,-1.0039716385933029,0.014365384548597416,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
0,2.348459845254621,0,0,0.19703526640738794,0,0,-0.11146362226672757,0.09697147722129883,1,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,-0.4258109850252005,0,0,0.3406023449618296,1,0,-1.4263747353985217,-0.6912146341132378,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,-0.4258109850252005,1,1,0.38845803781331023,1,0,0.07726967630581733,0.33191705774395064,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,-0.4258109850252005,0,1,1.5369946662488438,0,0,1.3980571009316285,2.63927537191421,1,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,-0.4258109850252005,0,1,0.6755921949221936,1,1,-1.5974790994890156,-0.7073459014767862,0,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
0,2.348459845254621,1,0,1.3455718948429216,0,1,0.40081247385875096,1.4500751102338878,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,-0.4258109850252005,1,0,0.8191592734766353,0,0,-0.9220489430590666,-0.108049121173849,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,-0.4258109850252005,0,1,0.9148706591795964,0,0,1.7084646139685244,2.1794184516362822,1,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,-0.4258109850252005,1,1,1.6805617448032855,1,1,-1.5058777732587514,-0.3733344108981261,1,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.4258109850252005,0,0,0.14917957355590739,1,0,0.412565096846785,0.3743107824245814,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2.348459845254621,1,0,1.0105820448825575,1,1,-0.8411632436708331,0.02274610308538577,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,2.348459845254621,1,0,-1.0472127477311068,1,1,1.333763339879443,-0.492334150841444,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,-0.4258109850252005,0,0,-0.8557899763251845,0,1,-1.3085028401361818,-1.0381149803850434,1,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
0,-0.4258109850252005,0,0,-1.2864912119885097,1,0,-0.24074247513510047,-1.028107669947156,1,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
1,2.348459845254621,1,1,-0.9993570548796262,1,1,-1.0879683264195452,-1.0131020903562227,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
0,2.348459845254621,0,0,0.29274665211034906,1,0,1.0451327459086104,0.9094864482156512,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
0,-0.4258109850252005,1,0,-0.28152166210741775,1,1,-0.5110528038598805,-0.47019203393608594,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,-0.4258109850252005,0,0,-0.9993570548796262,1,1,-1.0834746764535323,-1.0261363698286055,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,-0.4258109850252005,1,0,-0.4250887406618594,0,1,0.7896860286098731,-0.004674358399697733,1,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
0,-0.4258109850252005,1,0,1.2020048162884798,1,1,1.1070068492867886,1.9573940432021626,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False
1,2.348459845254621,1,0,-0.807934283473704,1,1,-0.12563590292876836,-0.6551118344010961,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True
1,-0.4258109850252005,0,0,-0.09009889070149546,1,1,-0.4159948238096062,-0.2771123436360923,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1,2.348459845254621,1,0,1.0584377377340382,1,1,0.46406923876493344,1.2549110124314928,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,-0.4258109850252005,1,0,-1.3343469048399903,1,1,0.5311283228731268,-0.9505213906910913,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
0,-0.4258109850252005,1,0,-1.2864912119885097,1,1,0.5632752033992199,-0.9278729835913514,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
1,-0.4258109850252005,1,1,0.38845803781331023,1,1,-0.7741041595626396,-0.24854465011480337,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,-0.4258109850252005,0,1,-1.0472127477311068,1,0,1.5380515806420325,-0.4571469823319077,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,-0.4258109850252005,0,0,-0.3293773549588983,1,0,-0.9904906886952639,-0.6760744028748623,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-0.4258109850252005,1,1,0.5320251163677518,1,0,-0.432241096763653,0.11077057805115213,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,-0.4258109850252005,1,0,0.14917957355590739,1,1,-0.7464509290025598,-0.350255118526572,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,-0.4258109850252005,0,1,0.3406023449618296,1,0,1.5027937116779309,1.2806240910270117,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,-0.4258109850252005,1,0,0.4363137306647908,1,0,1.1457213720709005,1.1345593699478576,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,-0.4258109850252005,0,0,-1.477913983394432,1,1,1.0862669263667288,-1.0733075349604775,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
0,-0.4258109850252005,1,0,-0.6165115120677817,1,1,-1.7156966601333568,-1.06292858597565,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
0,-0.4258109850252005,0,1,1.728417437654766,1,0,0.6507285450454723,2.049835092204025,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,-0.4258109850252005,1,0,-1.4300582905429513,1,1,-0.9320732391370954,-1.1682369464070683,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,-0.4258109850252005,0,0,-1.477913983394432,1,1,1.6299985722542982,-0.9960336475264782,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0,-0.4258109850252005,0,0,-0.1858102764044566,1,1,0.11183621450591708,-0.08311163606759554,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,-0.4258109850252005,0,1,0.05346818785294624,1,1,0.22970810976825712,0.15063285175987387,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
1,-0.4258109850252005,1,1,0.3406023449618296,1,1,-0.4934238693778297,-0.04304469185476218,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,-0.4258109850252005,0,0,-0.9515013620281456,0,0,0.13257613742597674,-0.6959166696419115,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,2.348459845254621,0,1,-0.28152166210741775,1,1,0.8726457202901122,0.1980086873958576,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
1,-0.4258109850252005,1,0,0.0056124950014656725,1,1,0.22002947907222914,0.10673641469379075,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,-0.4258109850252005,1,0,-1.238635519137029,1,1,0.4958704539090253,-0.8481430501080106,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,-0.4258109850252005,1,1,-1.5257696762459125,1,0,-0.09072369934666744,-1.1771024108746477,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
1,-0.4258109850252005,1,0,1.297716201991441,1,0,0.7568478173197782,1.7464110698582842,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,-0.4258109850252005,0,1,-1.6214810619488735,1,1,1.3932177855836145,-1.2007795565608443,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,-0.4258109850252005,1,0,0.9148706591795964,1,0,-1.554616592120892,-0.6052799527157708,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
0,-0.4258109850252005,1,0,1.2498605091399604,1,1,-1.3593156512903284,-0.3613127118145068,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1,-0.4258109850252005,1,0,0.05346818785294624,1,0,0.6496915488994692,0.4076343721335208,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,-0.4258109850252005,1,0,0.8191592734766353,1,1,-0.41979714301161714,0.26477436026348516,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
0,-0.4258109850252005,1,0,-1.6693367548003542,1,0,-0.7537099020245809,-1.297572546808032,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
0,-0.4258109850252005,1,0,-1.6693367548003542,0,0,-1.111473572395613,-1.3101166942837261,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,-0.4258109850252005,1,0,-1.1907798262855485,1,0,0.2573613403283368,-0.887051990152843,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,-0.4258109850252005,0,0,0.14917957355590739,1,1,-0.5245337537579194,-0.1834378855436606,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,-0.4258109850252005,0,0,-1.6693367548003542,0,0,0.032678842027688434,-1.261642101204616,0,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,-0.4258109850252005,0,1,0.962726352031077,1,1,1.5981973571102064,2.1229455506991193,1,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
1,-0.4258109850252005,0,1,0.48416942351627135,0,1,0.902372943142198,0.9994499069045819,1,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,-0.4258109850252005,0,0,-0.042243197850014895,1,0,1.033034457538575,0.5069157248254361,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,-0.4258109850252005,1,0,-1.573625369097393,1,0,-1.3005525363501587,-1.2576240960449474,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
