customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Predicted_Churn_Risk,Predicted_Churn_Class,Customer_Segment
3248-NGUZ,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,107.47,211.55,No,0.6056,Yes,New/At Risk (Monitor)
9614-HUZR,Male,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.12,1146.63,No,0.2832,No,Low/Mid Value (Needs Nurturing)
1319-MZWL,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.33,5141.06,Yes,0.5561,Yes,High Value (VIP)
8859-RZPL,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),38.27,566.49,No,0.34,No,New/At Risk (Monitor)
9231-KMIF,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,74.36,997.08,No,0.6274,Yes,New/At Risk (Monitor)
1427-KTHA,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),109.94,4153.08,Yes,0.3641,No,High Value (VIP)
5602-BZPQ,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,48.0,192.0,No,0.4993,No,New/At Risk (Monitor)
6856-YSHF,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),26.43,437.11,No,0.5321,Yes,New/At Risk (Monitor)
2640-HVHI,Male,0,No,No,10,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.79,785.34,No,0.4746,No,New/At Risk (Monitor)
9743-ZXBY,Female,1,No,No,11,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),35.57,408.35,No,0.4864,No,New/At Risk (Monitor)
4594-SZML,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.45,2797.65,Yes,0.5908,Yes,New/At Risk (Monitor)
3846-FHSK,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,77.63,2039.65,No,0.4028,No,New/At Risk (Monitor)
6878-SAWW,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),53.06,2273.33,Yes,0.4312,No,Low/Mid Value (Needs Nurturing)
6761-SSES,Male,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.17,3753.45,No,0.3913,No,High Value (VIP)
4084-ZPRJ,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,42.22,1995.14,Yes,0.462,No,Low/Mid Value (Needs Nurturing)
3876-PBCB,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.41,7915.07,No,0.3838,No,High Value (VIP)
4811-THAQ,Female,1,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.11,2197.15,Yes,0.4879,No,Low/Mid Value (Needs Nurturing)
8831-AKTG,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.93,203.29,No,0.2874,No,New/At Risk (Monitor)
3137-KWFZ,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.23,1266.28,Yes,0.6266,Yes,Low/Mid Value (Needs Nurturing)
6301-BAES,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.09,3076.38,No,0.3629,No,High Value (VIP)
3320-YDQL,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.42,992.64,No,0.4163,No,Low/Mid Value (Needs Nurturing)
2188-LWVM,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),47.95,1775.52,No,0.4078,No,Low/Mid Value (Needs Nurturing)
2655-KJKE,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),27.59,680.27,No,0.3971,No,Low/Mid Value (Needs Nurturing)
3580-XNZU,Female,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),63.6,1208.77,No,0.3819,No,New/At Risk (Monitor)
8982-UKFW,Female,1,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.98,907.53,Yes,0.4428,No,New/At Risk (Monitor)
6846-HVSF,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.33,904.07,No,0.4431,No,New/At Risk (Monitor)
7199-JXWJ,Male,0,Yes,No,59,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.86,6887.18,Yes,0.4598,No,High Value (VIP)
3086-FXAW,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),42.78,1689.2,Yes,0.267,No,Low/Mid Value (Needs Nurturing)
7415-YSBF,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.75,6659.19,Yes,0.4353,No,High Value (VIP)
6213-ZTHU,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),63.22,614.26,Yes,0.4317,No,New/At Risk (Monitor)
2705-PEKX,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.9,2875.51,No,0.3774,No,Low/Mid Value (Needs Nurturing)
2274-HLKF,Female,0,Yes,No,17,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.7,626.66,Yes,0.4888,No,New/At Risk (Monitor)
2453-WVUX,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,81.91,935.86,Yes,0.4436,No,New/At Risk (Monitor)
6500-OAIG,Male,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,51.78,746.62,No,0.6217,Yes,New/At Risk (Monitor)
5088-WCLI,Female,0,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,99.95,2595.99,No,0.5129,Yes,New/At Risk (Monitor)
2770-XABM,Female,0,No,Yes,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),115.58,1863.84,No,0.4132,No,New/At Risk (Monitor)
8179-XNFN,Male,0,Yes,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,41.08,1259.96,Yes,0.3202,No,Low/Mid Value (Needs Nurturing)
9078-MLRM,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,31.18,1025.89,Yes,0.6048,Yes,Low/Mid Value (Needs Nurturing)
2661-PZSU,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,49.96,1290.08,No,0.4491,No,New/At Risk (Monitor)
4695-FOCZ,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.19,2015.1,Yes,0.405,No,New/At Risk (Monitor)
1547-JAKI,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.5,764.03,No,0.5226,Yes,New/At Risk (Monitor)
2715-CKFM,Female,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),115.78,1162.64,No,0.3994,No,New/At Risk (Monitor)
3636-XCRC,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,96.56, ,Yes,0.473,No,New/At Risk (Monitor)
6536-TTPW,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),115.35,5510.93,No,0.4362,No,High Value (VIP)
1507-NUFT,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.76,2214.8,No,0.3932,No,Low/Mid Value (Needs Nurturing)
8113-FBDK,Male,1,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.87,907.2,No,0.4171,No,New/At Risk (Monitor)
4367-GNWR,Male,0,No,No,70,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.19,4184.38,Yes,0.3718,No,High Value (VIP)
9849-IVJJ,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),70.79,2571.05,Yes,0.5621,Yes,Low/Mid Value (Needs Nurturing)
4891-DBMS,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,92.78,1382.16,Yes,0.483,No,New/At Risk (Monitor)
9043-EBLA,Female,1,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,106.8,4047.38,No,0.4095,No,High Value (VIP)
8005-CJVU,Male,0,No,No,44,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),64.8,2833.49,No,0.2839,No,Low/Mid Value (Needs Nurturing)
8869-GDAG,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),47.31,2953.41,Yes,0.2789,No,Low/Mid Value (Needs Nurturing)
3798-UJCP,Female,0,No,No,46,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),50.29,2358.36,Yes,0.2466,No,Low/Mid Value (Needs Nurturing)
2892-JZMP,Female,0,No,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,88.29,1981.71,No,0.4884,No,New/At Risk (Monitor)
9013-VICU,Male,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,75.29,2318.97,No,0.447,No,New/At Risk (Monitor)
9914-MFLM,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),67.14,3222.74,Yes,0.3613,No,Low/Mid Value (Needs Nurturing)
7052-FOBI,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),38.63,743.84,No,0.6019,Yes,New/At Risk (Monitor)
8204-OIHI,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.23,7020.14,Yes,0.3994,No,High Value (VIP)
2009-EYWV,Male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,96.74,3699.53,No,0.452,No,High Value (VIP)
2584-CVLZ,Male,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),32.38,1944.93,Yes,0.2588,No,Low/Mid Value (Needs Nurturing)
9871-NYSH,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,55.17,554.64,No,0.3923,No,New/At Risk (Monitor)
1999-MQNR,Female,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,72.73,3516.87,No,0.3603,No,High Value (VIP)
8779-SHPJ,Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.91,850.98,Yes,0.42,No,New/At Risk (Monitor)
2293-MWBQ,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),58.23,3536.9,No,0.3351,No,Low/Mid Value (Needs Nurturing)
9467-ZSVT,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,90.49,3797.75,Yes,0.4391,No,High Value (VIP)
3415-DYOF,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),23.73,350.62,Yes,0.4813,No,New/At Risk (Monitor)
3738-GZGE,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,65.63,4700.56,Yes,0.4575,No,High Value (VIP)
1699-NCVN,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.6,202.9,Yes,0.6011,Yes,New/At Risk (Monitor)
4308-UETI,Male,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),26.75,756.72,Yes,0.3455,No,Low/Mid Value (Needs Nurturing)
6238-XZCC,Male,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.97,3991.73,Yes,0.5175,Yes,High Value (VIP)
7358-RMRK,Male,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,35.47,2139.64,No,0.2895,No,Low/Mid Value (Needs Nurturing)
5525-QOAZ,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,44.2,2989.04,No,0.4501,No,Low/Mid Value (Needs Nurturing)
9561-ZNDN,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.2,1473.62,Yes,0.5812,Yes,New/At Risk (Monitor)
3451-ESSS,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),116.11,1419.21,No,0.6302,Yes,New/At Risk (Monitor)
2641-DSYD,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.02,4295.54,Yes,0.6122,Yes,High Value (VIP)
5687-RLNI,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,46.35,2094.47,No,0.4315,No,Low/Mid Value (Needs Nurturing)
7275-UPST,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.68,1623.41,No,0.4018,No,New/At Risk (Monitor)
8750-BFIM,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),59.07,978.85,No,0.4457,No,New/At Risk (Monitor)
3356-TTVW,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,33.69,612.42,No,0.4417,No,New/At Risk (Monitor)
7581-BMKW,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),34.4,127.47,Yes,0.3754,No,New/At Risk (Monitor)
4892-BXPI,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),33.16,699.65,No,0.623,Yes,New/At Risk (Monitor)
7102-AKZJ,Female,1,Yes,Yes,8,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),70.68,536.21,No,0.3027,No,New/At Risk (Monitor)
6094-IPWV,Male,1,Yes,No,31,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,86.01,2689.96,No,0.3092,No,New/At Risk (Monitor)
2609-HEJX,Female,0,No,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,77.62,2525.8,No,0.4455,No,New/At Risk (Monitor)
8259-YKIX,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),116.52,8079.81,No,0.4644,No,High Value (VIP)
7828-TUCG,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,30.9,1443.67,No,0.4062,No,Low/Mid Value (Needs Nurturing)
8237-GNXP,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.39,3437.81,Yes,0.4164,No,High Value (VIP)
9462-LBQZ,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,65.15,969.93,No,0.4179,No,New/At Risk (Monitor)
3604-CJWQ,Male,0,No,No,64,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),40.22,2613.36,No,0.2938,No,Low/Mid Value (Needs Nurturing)
7609-EYQS,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),113.05,1510.27,No,0.5144,Yes,New/At Risk (Monitor)
1474-FGGB,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.35,3622.65,No,0.3873,No,High Value (VIP)
5087-BOBL,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.16,1928.56,Yes,0.5968,Yes,Low/Mid Value (Needs Nurturing)
4262-ILOQ,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.74,1902.76,Yes,0.5838,Yes,Low/Mid Value (Needs Nurturing)
7503-UDVA,Male,0,No,Yes,49,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.17,2177.27,No,0.4382,No,Low/Mid Value (Needs Nurturing)
4963-LPTO,Female,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),116.66,4127.66,No,0.5576,Yes,High Value (VIP)
3909-PSRL,Female,0,No,No,51,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.8,2514.77,No,0.5964,Yes,Low/Mid Value (Needs Nurturing)
6640-FIXW,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,116.52,2570.91,No,0.4471,No,New/At Risk (Monitor)
2480-JAMB,Male,0,No,No,65,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.44,3314.29,Yes,0.3732,No,Low/Mid Value (Needs Nurturing)
3669-SYGH,Female,0,Yes,No,70,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.51,2923.59,No,0.5379,Yes,Low/Mid Value (Needs Nurturing)
4688-VGIU,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),36.68,1627.86,Yes,0.3899,No,Low/Mid Value (Needs Nurturing)
7709-QAYY,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),59.64,1575.08,No,0.4193,No,New/At Risk (Monitor)
1145-PEUF,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.05,812.74,No,0.2621,No,New/At Risk (Monitor)
1138-HITZ,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.29,4248.03,No,0.4125,No,High Value (VIP)
6004-WWUI,Female,1,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,42.35,2385.2,No,0.5643,Yes,Low/Mid Value (Needs Nurturing)
7943-MLOI,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),102.21,5903.03,Yes,0.39,No,High Value (VIP)
4575-OJVQ,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),102.07,2600.11,No,0.5164,Yes,New/At Risk (Monitor)
7506-SDAQ,Male,0,No,No,18,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,46.95,809.45,No,0.3267,No,New/At Risk (Monitor)
7131-RUTT,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,93.98,1110.35,Yes,0.4939,No,New/At Risk (Monitor)
5631-JVDP,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,104.43,6400.92,Yes,0.5283,Yes,High Value (VIP)
2045-KIUK,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.56,1023.58,No,0.5281,Yes,New/At Risk (Monitor)
5536-IUWU,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.07,3924.59,Yes,0.4851,No,High Value (VIP)
5895-GEQY,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),62.57,674.95,Yes,0.3839,No,New/At Risk (Monitor)
4937-BZZZ,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.27,6460.11,No,0.6034,Yes,High Value (VIP)
7620-VKVE,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,47.73,503.37,No,0.4821,No,New/At Risk (Monitor)
1417-UPJI,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.86,1798.57,No,0.5682,Yes,Low/Mid Value (Needs Nurturing)
7857-MMXB,Female,0,No,No,38,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),34.41,1345.05,No,0.3636,No,Low/Mid Value (Needs Nurturing)
4111-KXWH,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,58.35,1813.5,Yes,0.5128,Yes,Low/Mid Value (Needs Nurturing)
9759-UZPV,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.94,366.32,No,0.4923,No,New/At Risk (Monitor)
6873-QJFV,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),50.51,3236.48,Yes,0.2237,No,Low/Mid Value (Needs Nurturing)
3967-JDPE,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,55.78,1407.83,Yes,0.6271,Yes,New/At Risk (Monitor)
5237-XZRY,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,43.93,2542.83,Yes,0.4456,No,Low/Mid Value (Needs Nurturing)
3999-VKUC,Female,0,No,Yes,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),28.44,1170.06,Yes,0.3891,No,Low/Mid Value (Needs Nurturing)
4641-LHXJ,Female,0,Yes,Yes,64,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,70.68,4502.69,No,0.4302,No,High Value (VIP)
7889-ZKLI,Female,0,Yes,Yes,54,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),105.19,5657.66,No,0.2612,No,High Value (VIP)
5817-ODPB,Female,1,No,Yes,34,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.98,1741.91,No,0.5374,Yes,Low/Mid Value (Needs Nurturing)
2166-PGQD,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),42.05,1346.38,No,0.2726,No,Low/Mid Value (Needs Nurturing)
7253-QJNB,Female,0,Yes,No,18,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),46.9,849.81,No,0.517,Yes,New/At Risk (Monitor)
3470-EGKN,Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.87,3940.37,Yes,0.3707,No,High Value (VIP)
8496-EKWF,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,71.29,1358.69,Yes,0.2925,No,New/At Risk (Monitor)
2324-PKUF,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),31.39,835.58,No,0.4102,No,Low/Mid Value (Needs Nurturing)
6134-UBAO,Male,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.53,170.12,Yes,0.5695,Yes,New/At Risk (Monitor)
5481-GYYF,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.76,1048.47,No,0.4131,No,Low/Mid Value (Needs Nurturing)
3595-PZYY,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),24.3,1400.67,No,0.4162,No,Low/Mid Value (Needs Nurturing)
